id,error,error_type,name,time,memory,username,Time limit exceeded,Memory limit exceeded,Object Linking errors,Other Runtime errors
240," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;num); ^~~~~~~~~~~~~~~~ ",RTE,C,0.271786318,780,u4cse16103,0,0,0,0
241," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;num); ^~~~~~~~~~~~~~~~ ",RTE,C,0.263553923,780,u4cse16103,0,0,0,0
264," format ‘%d’ expects argument of type ‘int *’, but argument 2 has type ‘int’ [-Wformat=] scanf(""%d"",n); ~^ fibsum.c:8:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",n); ^~~~~~~~~~~~~ fibsum.c:8:5: ‘n’ is used uninitialized in this function [-Wuninitialized] scanf(""%d"",n); ^~~~~~~~~~~~~ ",RTE,C,0.265303109,780,u4cse16136,0,0,0,0
343," comparison of constant ‘41’ with boolean expression is always true [-Wbool-compare] for(i=2;0&lt;n&lt;41;i++) ^ fibsum.c:6:14: comparisons like ‘X&lt;=Y&lt;=Z’ do not have their mathematical meaning [-Wparentheses] for(i=2;0&lt;n&lt;41;i++) ~^~ fibsum.c:5:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ ",TLE,C,1.011173501,780,u4cse16165,0,0,0,0
1405," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ allpairs.c:7:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ allpairs.c:11:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",TLE,C,5.0555573030000005,1756,U4CSE17402,0,0,0,0
1407," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ allpairs.c:7:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ allpairs.c:11:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",TLE,C,5.055144389,1756,U4CSE17402,0,0,0,0
1526," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;T); ^~~~~~~~~~~~~~ sortingindex.c:103:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ sortingindex.c:104:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ sortingindex.c:108:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;A[i]); ^~~~~~~~~~~~~~~~~ ",TLE,C,1.025470215,780,U4CSE17238,0,0,0,0
1553," this ‘if’ clause does not guard... [-Wmisleading-indentation] if (arr[j] &gt; arr[j+1]) ^~ sortingindex.c:18:15: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘if’ if(arr[i]==ke) ^~ sortingindex.c: In function ‘main’: sortingindex.c:29:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ sortingindex.c:33:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ sortingindex.c:34:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;k); ^~~~~~~~~~~~~~~ sortingindex.c:37:6: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.27097396100000004,780,U4CSE17244,0,0,0,0
1554," this ‘if’ clause does not guard... [-Wmisleading-indentation] if (arr[j] &gt; arr[j+1]) ^~ sortingindex.c:19:15: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘if’ for(i=0;i&lt;n;i++) ^~~ sortingindex.c: In function ‘main’: sortingindex.c:33:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ sortingindex.c:37:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"", &amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~~ sortingindex.c:40:6: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.27394229600000003,780,U4CSE17244,0,0,0,0
1668," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ allpairs.c:7:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ allpairs.c:11:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",TLE,C,5.060577666,1756,U4CSE17402,0,0,0,0
1670," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ allpairs.c:7:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ allpairs.c:11:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",TLE,C,5.0675888460000005,1756,U4CSE17402,0,0,0,0
1674," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ allpairs.c:7:9: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ allpairs.c:12:13: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",TLE,C,5.054713443,1756,U4CSE17402,0,0,0,0
1686," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ sortingindex.c:13:7: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ sortingindex.c:15:7: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ sortingindex.c:19:8: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.252398179,780,U4CSE17051,0,0,0,0
1704," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ sortingindex.c:13:7: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ sortingindex.c:15:7: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ sortingindex.c:19:8: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.265094226,780,U4CSE17051,0,0,0,0
1712," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ sortingindex.c:87:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"", &amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~~ sortingindex.c:90:6: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.284249093,780,U4CSE17244,0,0,0,0
1835," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ sortingindex.c:87:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"", &amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~~ sortingindex.c:90:6: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.26238145,780,U4CSE17244,0,0,0,0
1898," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ sortingindex.c:114:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"", &amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~~ sortingindex.c:117:6: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.266274914,780,U4CSE17244,0,0,0,0
1937," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ closestpairs.c:80:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;A[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.293387844,780,U4CSE17238,0,0,0,0
2001," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ sortingindex.c:114:5: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"", &amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~~ sortingindex.c:117:6: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.26978757800000003,780,U4CSE17305,0,0,0,0
2091," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ closestpairs.c:80:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;A[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.267562862,780,U4CSE17238,0,0,0,0
2235," format ‘%d’ expects argument of type ‘int *’, but argument 2 has type ‘int’ [-Wformat=] scanf(""%d"",t); ~^ sortingindex.c:7:9: format ‘%d’ expects argument of type ‘int *’, but argument 2 has type ‘int’ [-Wformat=] scanf(""%d"",n); ~^ sortingindex.c:8:9: format ‘%d’ expects argument of type ‘int *’, but argument 2 has type ‘int’ [-Wformat=] scanf(""%d"",k); ~^ sortingindex.c:12:9: format ‘%d’ expects argument of type ‘int *’, but argument 2 has type ‘int’ [-Wformat=] scanf(""%d"",array[c]); ~^ ~~~~~~~~ sortingindex.c:4:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",t); ^~~~~~~~~~~~~ sortingindex.c:7:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",n); ^~~~~~~~~~~~~ sortingindex.c:8:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",k); ^~~~~~~~~~~~~ sortingindex.c:12:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",array[c]); ^~~~~~~~~~~~~~~~~~~~ ",RTE,C,0.969961897,780,U4CSE17264,0,0,0,0
2239," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ sortingindex.c:7:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ sortingindex.c:8:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;k); ^~~~~~~~~~~~~~~ sortingindex.c:12:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;array[c]); ^~~~~~~~~~~~~~~~~~~~~~ ",RTE,C,0.262314106,780,U4CSE17264,0,0,0,0
2249," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;t); ^~~~~~~~~~~~~~~ sortingindex.c:7:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ sortingindex.c:8:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;k); ^~~~~~~~~~~~~~~ sortingindex.c:12:1: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;array[c]); ^~~~~~~~~~~~~~~~~~~~~~ ",RTE,C,0.8172063340000001,780,U4CSE17264,0,0,0,0
2454," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ sortingindex.c:8:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ sortingindex.c:11:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:13:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ ",RTE,C,0.288740385,780,U4CSE17411,0,0,0,0
2499," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ sortingindex.c:7:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] { scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ sortingindex.c:10:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ sortingindex.c:12:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ ",TLE,C,0.340999796,780,U4CSE17411,0,0,0,0
2514," format ‘%ld’ expects argument of type ‘long int *’, but argument 2 has type ‘int *’ [-Wformat=] scanf(""%ld%ld"",&amp;a,&amp;b); ~~^ ~~ %d sortingindex.c:8:15: format ‘%ld’ expects argument of type ‘long int *’, but argument 3 has type ‘int *’ [-Wformat=] scanf(""%ld%ld"",&amp;a,&amp;b); ~~^ ~~ %d sortingindex.c:5:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ sortingindex.c:8:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%ld%ld"",&amp;a,&amp;b); ^~~~~~~~~~~~~~~~~~~~~ sortingindex.c:11:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%ld"",&amp;z[i]); ^~~~~~~~~~~~~~~~~~ ",RTE,C,1.095299252,780,U4CSE17263,0,0,0,0
2540," implicit declaration of function ‘scanf’ [-Wimplicit-function-declaration] scanf(""%d/n"",&amp;tc); ^~~~~ sortingindex.c:4:2: incompatible implicit declaration of built-in function ‘scanf’ sortingindex.c:4:2: note: include ‘&lt;stdio.h&gt;’ or provide a declaration of ‘scanf’ sortingindex.c:12:3: implicit declaration of function ‘printf’ [-Wimplicit-function-declaration] printf(""Error occured/n""); ^~~~~~ sortingindex.c:12:3: incompatible implicit declaration of built-in function ‘printf’ sortingindex.c:12:3: note: include ‘&lt;stdio.h&gt;’ or provide a declaration of ‘printf’ sortingindex.c:37:2: incompatible implicit declaration of built-in function ‘printf’ printf(""%d"",c+1); ^~~~~~ sortingindex.c:37:2: note: include ‘&lt;stdio.h&gt;’ or provide a declaration of ‘printf’ sortingindex.c:3:2: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,tc,n,k,a[n],b,c,key; ^~~ sortingindex.c:37:2: ‘c’ may be used uninitialized in this function [-Wmaybe-uninitialized] printf(""%d"",c+1); ^~~~~~~~~~~~~~~~ sortingindex.c:31:5: ‘b’ may be used uninitialized in this function [-Wmaybe-uninitialized] if(b==a[i]) ^ ",RTE,C,0.283337523,780,U4CSE17410,0,0,0,0
2543," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d/n"",&amp;tc); ^~~~~~~~~~~~~~~~~ sortingindex.c:6:2: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d %d"",&amp;n,&amp;k); ^~~~~~~~~~~~~~~~~~~~ sortingindex.c:9:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d/n"",&amp;a[i]); ^~~~~~~~~~~~~~~~~~~ sortingindex.c:4:2: ‘n’ is used uninitialized in this function [-Wuninitialized] int i,j,tc,n,k,a[n],b,c,key; ^~~ sortingindex.c:38:2: ‘c’ may be used uninitialized in this function [-Wmaybe-uninitialized] printf(""%d"",c+1); ^~~~~~~~~~~~~~~~ sortingindex.c:32:5: ‘b’ may be used uninitialized in this function [-Wmaybe-uninitialized] if(b==a[i]) ^ ",RTE,C,0.321364047,780,U4CSE17410,0,0,0,0
2563," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;t); ^~~~~~~~~~~~~~ sortingindex.c:6:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ sortingindex.c:8:3: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;k); ^~~~~~~~~~~~~~ sortingindex.c:10:4: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",RTE,C,0.293948806,780,U4CSE17411,0,0,0,0
2687," ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ closestpairs.c:17:6: ignoring return value of ‘scanf’, declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",TLE,C,10.72001662,780,U4CSE17127,0,0,0,0
